Subject,Timestamp,SampleDate,SampleTime,Configuration,Scenario,FlightTime,RatingValue,RatingType
3,17574391667879003,2025-09-09,17:32:46.787,NA,NA,17574391667879003,0,Trust
3,17574391672953445,2025-09-09,17:32:47.295,NA,NA,17574391672953445,0,Trust
3,17574391677873544,2025-09-09,17:32:47.787,NA,NA,17574391677873544,0,Trust
3,17574391682947580,2025-09-09,17:32:48.294,NA,NA,17574391682947580,0,Trust
3,17574391687867792,2025-09-09,17:32:48.786,NA,NA,17574391687867792,0,Trust
3,17574391692942212,2025-09-09,17:32:49.294,NA,NA,17574391692942212,0,Trust
3,17574391697862426,2025-09-09,17:32:49.786,NA,NA,17574391697862426,0,Trust
3,17574391702937575,2025-09-09,17:32:50.293,NA,NA,17574391702937575,0,Trust
3,17574391707856626,2025-09-09,17:32:50.785,NA,NA,17574391707856626,0,Trust
3,17574391712930878,2025-09-09,17:32:51.293,NA,NA,17574391712930878,0,Trust
3,17574391717851143,2025-09-09,17:32:51.785,NA,NA,17574391717851143,0,Trust
3,17574391722925246,2025-09-09,17:32:52.292,NA,NA,17574391722925246,0,Trust
3,17574391727845353,2025-09-09,17:32:52.784,NA,NA,17574391727845353,0,Trust
3,17574391732919605,2025-09-09,17:32:53.291,NA,NA,17574391732919605,0,Trust
3,17574391737839768,2025-09-09,17:32:53.783,NA,NA,17574391737839768,0,Trust
3,17574391742913900,2025-09-09,17:32:54.291,NA,NA,17574391742913900,0,Trust
3,17574391747834107,2025-09-09,17:32:54.783,NA,NA,17574391747834107,0,Trust
3,17574391752908374,2025-09-09,17:32:55.290,NA,NA,17574391752908374,0,Trust
3,17574391757828499,2025-09-09,17:32:55.782,NA,NA,17574391757828499,0,Trust
3,17574391762902671,2025-09-09,17:32:56.290,NA,NA,17574391762902671,0,Trust
3,17574391767976681,2025-09-09,17:32:56.797,NA,NA,17574391767976681,0,Trust
3,17574391772898316,2025-09-09,17:32:57.289,NA,NA,17574391772898316,0,Trust
3,17574391777971140,2025-09-09,17:32:57.797,NA,NA,17574391777971140,0,Trust
3,17574391782892395,2025-09-09,17:32:58.289,NA,NA,17574391782892395,0,Trust
3,17574391787965315,2025-09-09,17:32:58.796,NA,NA,17574391787965315,0,Trust
3,17574391792886904,2025-09-09,17:32:59.288,NA,NA,17574391792886904,0,Trust
3,17574391797960018,2025-09-09,17:32:59.796,NA,NA,17574391797960018,0,Trust
3,17574391802881275,2025-09-09,17:33:00.288,NA,NA,17574391802881275,0,Trust
3,17574391807954976,2025-09-09,17:33:00.795,NA,NA,17574391807954976,0,Trust
3,17574391812874421,2025-09-09,17:33:01.287,NA,NA,17574391812874421,0,Trust
3,17574391817949096,2025-09-09,17:33:01.794,NA,NA,17574391817949096,0,Trust
3,17574391822869194,2025-09-09,17:33:02.286,NA,NA,17574391822869194,0,Trust
3,17574391827942918,2025-09-09,17:33:02.794,NA,NA,17574391827942918,0,Trust
3,17574391832863982,2025-09-09,17:33:03.286,NA,NA,17574391832863982,0,Trust
3,17574391837937518,2025-09-09,17:33:03.793,NA,NA,17574391837937518,0,Trust
