Subject_ac,Timestamp,SampleDate_ac,SampleTime_ac,Configuration_ac,Scenario_ac,DisTime_ac,MarkingTxt_ac,Aplication_ac,EntId_ac,Site_ac,ExersiseId_ac,ForceId_ac,Category_ac,Country_ac,Domain_ac,Kind_ac,Extra_ac,Specific_ac,Subcategory_ac,AltCategory_ac,AltCountry_ac,AltDomain_ac,AltKind_ac,EcefX_ac,EcefY_ac,EcefZ_ac,OriPhi_ac,OriPsi_ac,OriTheta_ac,LinVelX_ac,LinVelY_ac,LinVelZ_ac,LinAccX_ac,LinAccY_ac,LinAccZ_ac,AngVelX_ac,AngVelY_ac,AngVelZ_ac,DrAlg_ac,Apperance_ac,Latitude_ac,Longitude_ac,Altitude_ac,Heading_ac,Pitch_ac,Roll_ac,CM_Altitude_Lead_ac,CM_Altitude_Wing_ac,CM_Airspeed_ac,Subject_cm,SampleDate_cm,SampleTime_cm,Configuration_cm,Scenario_cm,DisTime_cm,MarkingTxt_cm,Aplication_cm,EntId_cm,Site_cm,ExersiseId_cm,ForceId_cm,Category_cm,Country_cm,Domain_cm,Kind_cm,Extra_cm,Specific_cm,Subcategory_cm,AltCategory_cm,AltCountry_cm,AltDomain_cm,AltKind_cm,EcefX_cm,EcefY_cm,EcefZ_cm,OriPhi_cm,OriPsi_cm,OriTheta_cm,LinVelX_cm,LinVelY_cm,LinVelZ_cm,LinAccX_cm,LinAccY_cm,LinAccZ_cm,AngVelX_cm,AngVelY_cm,AngVelZ_cm,DrAlg_cm,Apperance_cm,Latitude_cm,Longitude_cm,Altitude_cm,Heading_cm,Pitch_cm,Roll_cm,CM_Altitude_Lead_cm,CM_Altitude_Wing_cm,CM_Airspeed_cm,Bank_Angle_Condition,distance_nm,Distance_Condition,angle_between_vel,angle_between_pos,Cone_Condition,Intercept_Criteria,Intercept_Complete
1,1970-07-23 09:33:51.226138694,2025-09-08,2025-09-11 20:25:22.613,HA,A,805959182,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143401.31091483062,-4791723.541963424,4199102.696745396,2.43702,2.73135,-0.406313,-99.5,32.625,32.375,-0.109375,-7.39062,6.17188,0.0117188,0.0,0.0136719,4,0,41.40686243130525,-91.71417199930823,13310.26015058994,-58.53499326566652,0.3232690578114839,3.7734965506365055,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:22.328,HA,A,4034462682.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-103933.20769654664,-4798972.914137182,4191423.120573521,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31795272359633,-91.24068284650514,12000.000888336855,-79.86436588693515,-0.0052108993802919,-0.0012671332504491,12000,10000,150.0,True,21.99380431328253,False,13.798523493428974,175.9753311594272,False,False,False
1,1970-07-23 09:33:51.247081967,2025-09-08,2025-09-11 20:25:24.708,HA,A,808504246,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143612.33044608062,-4791653.608369674,4199172.427214146,2.37173,2.71802,-0.41964,-98.125,33.0,32.625,0.140625,-7.42188,6.34375,-0.0625,-0.00390625,-0.00390625,4,0,41.40771146644968,-91.71671798889444,13305.107910135855,-57.50318892887006,0.3888944154991243,-0.2670932334225701,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:24.470,HA,A,4036968452.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104108.42058717164,-4798948.367262182,4191446.7172532086,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31823545763381,-91.24278011642213,11999.999053933823,-79.86575058599938,-0.0036105598577029,-0.0012682780601668,12000,10000,150.0,True,22.02159073230943,False,14.314440623371667,175.90153020627147,False,False,False
1,1970-07-23 09:33:51.252081334,2025-09-08,2025-09-11 20:25:25.208,HA,A,809060980,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143657.51403983062,-4791638.480439986,4199187.491667271,2.3653,2.71802,-0.418873,-98.0,33.0,32.625,-0.109375,-7.59375,6.28125,0.015625,0.0,0.0,4,0,41.407895071955366,-91.7172632011278,13303.920454577668,-57.53398888214763,0.3576439385718356,-0.6352647344623248,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:24.470,HA,A,4036968452.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104108.42058717164,-4798948.367262182,4191446.7172532086,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31823545763381,-91.24278011642213,11999.999053933823,-79.86575058599938,-0.0036105598577029,-0.0012682780601668,12000,10000,150.0,True,22.048104620215106,False,14.342677464379525,175.8893206194672,False,False,False
1,1970-07-23 09:33:51.261148458,2025-09-08,2025-09-11 20:25:26.114,HA,A,810174446,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143748.53747733062,-4791607.856416549,4199218.147917271,2.39464,2.71582,-0.425104,-97.5,33.125,32.625,-0.078125,-7.64062,6.48438,0.0390625,-0.00585938,0.00390625,4,0,41.408267907289975,-91.71836160701086,13301.836630226557,-57.20432316850067,0.536363849839833,0.9966046542601158,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,22.051366114693387,False,14.498482902734683,175.85491442400115,False,False,False
1,1970-07-23 09:33:51.261501291,2025-09-08,2025-09-11 20:25:26.150,HA,A,806476150,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143445.07068045562,-4791709.195283736,4199117.024870396,2.43011,2.72627,-0.40986,-99.25,32.875,32.5,-0.03125,-7.39062,6.1875,-0.0273438,0.0,0.0195312,4,0,41.40703668540287,-91.71469990773464,13309.2856553376,-58.20197761368826,0.2837628283405634,3.264270943563631,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,21.873324675094253,False,13.979130551861072,175.93691190915902,False,False,False
1,1970-07-23 09:33:51.261511693,2025-09-08,2025-09-11 20:25:26.151,HA,A,806834048,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143473.85193045562,-4791699.723604049,4199126.515104771,2.4142,2.72291,-0.412641,-99.0,32.875,32.625,0.28125,-7.26562,6.20312,-0.0585938,0.00195312,0.0175781,4,0,41.40715195396293,-91.7150471329032,13308.701768891518,-57.96477602654461,0.2762565584836925,2.2767442001918847,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,21.89018408349794,False,14.076685771095095,175.92930304404865,False,False,False
1,1970-07-23 09:33:51.261512245,2025-09-08,2025-09-11 20:25:26.151,HA,A,807390782,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143520.61364920562,-4791684.210908736,4199141.911589146,2.38793,2.71984,-0.41916,-98.625,32.875,32.75,0.25,-7.35938,6.28125,-0.046875,0.00390625,0.0195312,4,0,41.40733981592225,-91.71561132650228,13307.40077094246,-57.59021622087431,0.434245215479614,0.702989098823856,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,21.917587418698893,False,14.202667643874015,175.91689003731648,False,False,False
1,1970-07-23 09:33:51.261520730,2025-09-08,2025-09-11 20:25:26.152,HA,A,807947514,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143565.99060233062,-4791669.117158736,4199156.976042271,2.38592,2.71706,-0.420598,-98.375,32.875,32.75,-0.046875,-7.46875,6.17188,0.0078125,-0.00195312,0.00585938,4,0,41.40752318884779,-91.71615883015322,13306.309030974118,-57.42858781305854,0.393324795543389,0.5239349172905589,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,21.944196712416847,False,14.258729568481266,175.90470447368003,False,False,False
1,1970-07-23 09:33:51.261529624,2025-09-08,2025-09-11 20:25:26.152,HA,A,809339346,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143680.41638358062,-4791630.987275924,4199195.270964146,2.36856,2.71869,-0.418489,-98.0,31.25,34.125,-0.109375,-7.59375,6.28125,0.015625,0.0,0.0,4,0,41.40798806460491,-91.71753949307468,13304.06039493193,-57.57473028470179,0.3663622342386215,-0.4330899196878043,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,22.011338866023042,False,14.312514495969998,175.8737108009663,False,False,False
1,1970-07-23 09:33:51.261530199,2025-09-08,2025-09-11 20:25:26.153,HA,A,809657480,HAWK11,1,1,73,2,1,1,225,2,1,0,0,12,1,225,2,1,-143706.82458670562,-4791621.850557174,4199204.134245396,2.37863,2.71706,-0.423475,-97.75,32.875,32.75,-0.09375,-7.54688,6.4375,0.0234375,0.00585938,0.00390625,4,0,41.40809752414863,-91.71785825828644,13302.769069269223,-57.31559984093243,0.5136077183266752,0.1075531010471262,12000,10000,150,1.0,2025-09-08,2025-09-11 20:25:25.519,HA,A,4038280430.0,JASSM,3.0,135.0,76.0,2.0,2.0,1.0,225.0,9.0,2.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,-104200.15886842164,-4798935.514723119,4191459.0707688336,2.29972,3.00238,-0.132498,-83.25,11.625,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.31838346959395,-91.2438782160796,12000.001256249006,-79.86647559716042,-0.0027726524547511,-0.0012688703170186,12000,10000,150.0,True,22.02687267391146,False,14.399909305013843,175.86628642614582,False,False,False
