Flight_Number,Lead_Pilot,Scenario_within_flight,Scenario_Type,Autonomy_Config,Num_Tactical_Comms,Correct_Sort,Num_CMs,Lead_Altitude_MSL_ft,Wingman_Altitude_MSL_ft,CM_Airspeed_kt,Scenario_Start_Time,Lead_Altitude_Deviation_Count,Wingman_Altitude_Deviation_Count,Lead_Altitude_Deviation_Integrated_ft_s,Wingman_Altitude_Deviation_Integrated_ft_s,Total_CMs_Intercepted,Proportion_CMs_Intercepted,CM1_EntId,CM1_Interceptor Role,CM1_Time_to_Intercept_s_from_start,CM1_MOP_Time_to_Intercept_s,CM1_Airspeed_at_Intercept_kt,CM1_Airspeed_Diff_at_Intercept_kt,CM1_Heading_at_Intercept_deg,CM1_CM_Heading_at_Intercept_deg,CM1_Heading_Diff_at_Intercept_deg,CM1_Altitude_at_Intercept_ft,CM1_Altitude_Offset_at_Intercept_ft,CM1_Bank_Angle_at_Intercept_deg,CM1_Distance_from_CM_at_Intercept_nm,CM1_Aspect_at_MELD_Range_deg,CM2_EntId,CM2_Interceptor Role,CM2_Time_to_Intercept_s_from_start,CM2_MOP_Time_to_Intercept_s,CM2_Airspeed_at_Intercept_kt,CM2_Airspeed_Diff_at_Intercept_kt,CM2_Heading_at_Intercept_deg,CM2_CM_Heading_at_Intercept_deg,CM2_Heading_Diff_at_Intercept_deg,CM2_Altitude_at_Intercept_ft,CM2_Altitude_Offset_at_Intercept_ft,CM2_Bank_Angle_at_Intercept_deg,CM2_Distance_from_CM_at_Intercept_nm,CM2_Aspect_at_MELD_Range_deg,CM3_EntId,CM3_Interceptor Role,CM3_Time_to_Intercept_s_from_start,CM3_MOP_Time_to_Intercept_s,CM3_Airspeed_at_Intercept_kt,CM3_Airspeed_Diff_at_Intercept_kt,CM3_Heading_at_Intercept_deg,CM3_CM_Heading_at_Intercept_deg,CM3_Heading_Diff_at_Intercept_deg,CM3_Altitude_at_Intercept_ft,CM3_Altitude_Offset_at_Intercept_ft,CM3_Bank_Angle_at_Intercept_deg,CM3_Distance_from_CM_at_Intercept_nm,CM3_Aspect_at_MELD_Range_deg,CM4_EntId,CM4_Interceptor Role,CM4_Time_to_Intercept_s_from_start,CM4_MOP_Time_to_Intercept_s,CM4_Airspeed_at_Intercept_kt,CM4_Airspeed_Diff_at_Intercept_kt,CM4_Heading_at_Intercept_deg,CM4_CM_Heading_at_Intercept_deg,CM4_Heading_Diff_at_Intercept_deg,CM4_Altitude_at_Intercept_ft,CM4_Altitude_Offset_at_Intercept_ft,CM4_Bank_Angle_at_Intercept_deg,CM4_Distance_from_CM_at_Intercept_nm,CM4_Aspect_at_MELD_Range_deg,CM5_EntId,CM5_Interceptor Role,CM5_Time_to_Intercept_s_from_start,CM5_MOP_Time_to_Intercept_s,CM5_Airspeed_at_Intercept_kt,CM5_Airspeed_Diff_at_Intercept_kt,CM5_Heading_at_Intercept_deg,CM5_CM_Heading_at_Intercept_deg,CM5_Heading_Diff_at_Intercept_deg,CM5_Altitude_at_Intercept_ft,CM5_Altitude_Offset_at_Intercept_ft,CM5_Bank_Angle_at_Intercept_deg,CM5_Distance_from_CM_at_Intercept_nm,CM5_Aspect_at_MELD_Range_deg,Scenario_End_Time,Scenario_Duration_s,Num_SAMs,SAMs_Identified_by_Lead,Proportion_SAMs_Identified,SAM1_EntId,SAM1_Time_to_ID_s,SAM2_EntId,SAM2_Time_to_ID_s,SAM3_EntId,SAM3_Time_to_ID_s,SAM4_EntId,SAM4_Time_to_ID_s,SAM5_EntId,SAM5_Time_to_ID_s,SAM6_EntId,SAM6_Time_to_ID_s
5,Schnell,1,C,HA,3.0,Y,5,8802.566937047923,11004.7807189461,150,2025-09-12 19:09:52.438,3,0,185.5457058761419,0.0,5,1.0,101,Wingman,149.562,94.402,0.0,-150.0,-179.74746956692022,155.98271164373097,24.269818789348847,10920.960270135904,83.82044881019647,1.51361423153316,0.8031469958636559,173.88744079690733,102,Wingman,165.279,140.499,0.0,-150.0,124.12649935901584,119.94965934306649,4.176840015949352,10900.28536560395,104.49535334215034,-0.8860677065536233,1.4864099255965812,175.9434409681762,104,Wingman,297.955,96.481,0.0,-150.0,147.89237049254044,119.99932678531395,27.893043707226468,10895.307040219956,109.4736787261445,-46.9447218389489,0.5861585047722353,101.81368750341245,105,Lead,374.74,120.567,0.0,-150.0,72.13122392594117,100.09310436332342,-27.961880437382263,8980.93868026223,178.37174321430757,0.5420135204671972,0.5478267257293006,149.24697309940316,103,Wingman,395.397,193.923,0.0,-150.0,138.31184889107527,140.02491110752212,-1.7130622164468434,10841.10475315852,163.67596578757912,43.19394691341013,0.7722101819871229,121.65396965774019,2025-09-12 19:16:56.338,423.9,6,1.0,0.16666666666666666,106,30,107,30.0,108,30.0,109,30.0,110,10.788,111,30
5,Schnell,2,C,AA,1.0,Y,5,9258.460327898714,10912.736076441255,150,2025-09-12 19:21:25.458,0,1,0.0,9.419252320254072,5,1.0,115,Lead,180.06,81.905,0.0,-150.0,-169.27536885920642,155.99323747527697,34.731393665516634,8904.693939170347,353.766388728367,-46.43395777755657,0.7192871502515287,159.2284977965511,116,Wingman,199.855,105.758,0.0,-150.0,81.38900632339052,119.96554018450765,-38.57653386111713,10981.175721772674,68.43964533141843,18.8575477063926,0.4798091486798737,166.6080832837683,117,Lead,343.589,80.883,0.0,-150.0,-171.371728425555,139.99721592862917,48.63105564581582,8866.81460134326,391.64572655545453,-23.91818261514884,1.0226019387850886,146.7469416403715,119,Wingman,369.513,90.057,0.0,-150.0,93.92184005808171,100.08619647338638,-6.164356415304667,10862.62539992412,50.11067651713529,43.2429939422148,0.5427643414804374,144.65900839878162,118,Lead,413.583,146.927,0.0,-150.0,134.0157750025876,120.06903310254256,13.946741900045026,8966.256188152453,292.2041397462617,-3.190192088467718,1.492038400286753,133.59861878550302,2025-09-12 19:28:25.333,419.875,6,3.0,0.5,120,30,121,15.693,122,8.764,123,11.775,124,30.0,125,30
