Subject,Timestamp,SampleDate,SampleTime,TestCard,DisSource,DisTime,MarkingTxt,Aplication,EntId,Site,ExersiseId,ForceId,Category,Country,Domain,Kind,Extra,Specific,Subcategory,AltCategory,AltCountry,AltDomain,AltKind,EcefX,EcefY,EcefZ,OriPhi,OriPsi,OriTheta,LinVelX,LinVelY,LinVelZ,LinAccX,LinAccY,LinAccZ,AngVelX,AngVelY,AngVelZ,DrAlg,Apperance,Latitude,Longitude,Altitude,Heading,Pitch,Roll
613,17498313591503492,2025-06-13,16:15:59.150,tag2,coresim,642880584,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.81028962991,-4772182.156705981,4215814.063069763,-2.32488,-0.285789,0.229181,0.0311599,-0.18292,-0.00298562,-0.219058,-7.06646,6.78893,-0.00288683,-0.00323428,0.002814,4,0,41.63858201610115,-91.54053826891273,624.7438034166368,109.61217643075435,2.0280129724204055,0.4999761115886801
613,17498313594504834,2025-06-13,16:15:59.450,tag2,coresim,643238484,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.81079885382,-4772182.529545103,4215814.36765148,-2.32572,-0.285657,0.23046,-0.0345549,-2.30277,2.03361,-0.219058,-7.06646,6.78893,-0.00288683,-0.00323428,0.002814,4,0,41.63858183589425,-91.5405381547216,626.3216389776148,109.66011060844237,1.9720243189750657,0.4520304327462184
613,17498313596219962,2025-06-13,16:15:59.621,tag2,coresim,643437316,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.72498710381,-4772182.112260274,4215814.122396878,-2.32642,-0.285773,0.229566,0.0483174,-0.14707,0.0372312,-0.225712,-7.06567,6.77421,0.0148232,-0.00551254,0.0016676,4,0,41.638582694795176,-91.54053725983452,624.7585680790467,109.62755437178845,2.0121193309720864,0.4124657135566263
613,17498313600838112,2025-06-13,16:16:00.083,tag2,coresim,643994048,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.69746924506,-4772182.13106302,4215814.081730539,-2.32614,-0.28599,0.230266,0.0525109,-0.166614,0.0147389,-0.222315,-7.07435,6.78208,0.0012598,0.00631773,0.00616792,4,0,41.638582313150984,-91.54053692362145,624.7141926255334,109.66489735508408,1.9931667981555834,0.4326367542393981
613,17498313605503415,2025-06-13,16:16:00.550,tag2,coresim,644550782,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.62766548559,-4772182.1389810005,4215814.074940505,-2.32724,-0.286827,0.231318,0.0620344,-0.157978,0.0247917,-0.20897,-7.06801,6.78098,0.00124316,0.000843681,0.00516092,4,0,41.638582231340145,-91.54053608359439,624.714197144648,109.74079671743418,1.9852043880814763,0.3831534551982665
613,17498313610169264,2025-06-13,16:16:01.016,tag2,coresim,645107514,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.60044794789,-4772182.16840772,4215814.037603413,-2.32629,-0.286851,0.231299,0.0654019,-0.175054,0.00661767,-0.207676,-7.0787,6.78661,0.000854084,0.00272038,0.00527951,4,0,41.638581808518325,-91.54053574755648,624.7031387856524,109.74092319735838,1.986990678031756,0.437700077838967
613,17498313614834301,2025-06-13,16:16:01.483,tag2,coresim,645664248,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.55095748485,-4772182.148040868,4215814.050118931,-2.32793,-0.285844,0.230775,0.0681308,-0.155107,0.0282429,-0.219458,-7.07481,6.78728,-0.00964252,0.00198593,-0.000614816,4,0,41.63858202248293,-91.54053516036505,624.6772386520796,109.68035808789055,1.9671066808166,0.3286113931288749
613,17498313619501329,2025-06-13,16:16:01.950,tag2,coresim,646220980,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.51700868733,-4772182.190240255,4215814.024073473,-2.32793,-0.28606,0.231909,0.0768803,-0.169844,0.0139608,-0.215095,-7.07805,6.78809,0.000695959,0.00438485,-0.000198697,4,0,41.63858160034159,-91.5405347394475,624.7216575520368,109.73569674910179,1.930946047678775,0.33299718670449396
613,17498313624172280,2025-06-13,16:16:02.417,tag2,coresim,646777712,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.51744843193,-4772182.2002918795,4215814.014483893,-2.3272,-0.286635,0.232641,0.0668398,-0.165968,0.0198286,-0.213356,-7.08088,6.78399,0.00248111,-0.00456378,0.00306159,4,0,41.63858147563763,-91.54053474148007,624.7254193956445,109.78819867074047,1.9251229865359862,0.3842424193691908
613,17498313628833915,2025-06-13,16:16:02.883,tag2,coresim,647334446,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.48324255791,-4772182.231905243,4215813.966390586,-2.32622,-0.287368,0.233436,0.0738451,-0.184205,-0.00177456,-0.208192,-7.06522,6.78404,-0.000937308,-0.000897777,-0.00190062,4,0,41.638580968488654,-91.54053432089394,624.6958126256059,109.84940077463476,1.9231631569924126,0.45222248585244684
613,17498313633502790,2025-06-13,16:16:03.350,tag2,coresim,647891178,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.52422998301,-4772182.179798898,4215814.015307879,-2.32663,-0.288754,0.2322,0.046199,-0.160598,0.0268513,-0.213879,-7.08725,6.78394,0.00476768,0.00247695,0.00619913,4,0,41.63858160263812,-91.54053482945417,624.6774332490046,109.8516757942757,2.02795114634543,0.44697863685840356
613,17498313638168157,2025-06-13,16:16:03.816,tag2,coresim,648447910,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.50404368434,-4772182.208247668,4215813.977139218,-2.32554,-0.2887,0.23244,0.0452379,-0.1805,0.00350323,-0.209481,-7.06744,6.76733,0.00103926,0.0017321,0.00290971,4,0,41.638581178938225,-91.5405345780893,624.6626286478881,109.85951422458956,2.0162765253247477,0.5092288074916046
613,17498313642834213,2025-06-13,16:16:04.283,tag2,coresim,649004644,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.48425208151,-4772182.251660217,4215813.927235175,-2.32468,-0.288589,0.232703,0.0447642,-0.204956,-0.0234398,-0.187587,-7.07415,6.78819,-0.000956033,0.000566962,0.00983601,4,0,41.63858058672884,-91.54053432663159,624.6589452608766,109.8661227437883,2.001364944371885,0.5569901983215432
613,17498313644502992,2025-06-13,16:16:04.450,tag2,coresim,649203476,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.47939685007,-4772182.384062407,4215814.017601639,-2.32513,-0.289813,0.233833,0.0135009,-1.38393,1.10788,-0.187587,-7.07415,6.78819,-0.000956033,0.000566962,0.00983601,4,0,41.638580403798905,-91.54053422565995,625.1801386136294,109.96015107002762,2.0058707489883116,0.5511531509476545
613,17498313647502400,2025-06-13,16:16:04.750,tag2,coresim,649561376,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.5685970916,-4772182.247349041,4215813.938023749,-2.32435,-0.288756,0.231151,0.00727512,-0.200163,-0.01828,-0.205366,-7.09078,6.76878,-0.0032967,0.00287434,0.0010559,4,0,41.638580671537504,-91.54053533995386,624.6774560981858,109.80831649565702,2.069568749416468,0.5764396576068551
613,17498313652168267,2025-06-13,16:16:05.216,tag2,coresim,650118110,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.56333816584,-4772182.3081255425,4215813.885163547,-2.32238,-0.288422,0.231198,0.000968612,-0.227472,-0.0455966,-0.204874,-7.08553,6.77374,0.000465013,0.00128477,0.00685452,4,0,41.638579953264504,-91.54053525724963,624.7108465526916,109.79736680723303,2.054243839171603,0.6845748031184287
613,17498313656834059,2025-06-13,16:16:05.683,tag2,coresim,650674842,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.59261633518,-4772182.34890933,4215813.846911873,-2.32215,-0.288403,0.230717,-0.013603,-0.241017,-0.0603999,-0.211289,-7.08021,6.78084,0.00734138,-0.00550629,0.00254145,4,0,41.638579447288336,-91.54053559535585,624.7293553886349,109.77669016297347,2.07253542011192,0.6964999969887696
613,17498313661501185,2025-06-13,16:16:06.150,tag2,coresim,651231574,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.6020812109,-4772182.433541321,4215813.771841535,-2.32195,-0.288491,0.229979,-0.0264742,-0.272194,-0.094024,-0.197546,-7.07434,6.77623,-0.00331335,-0.00277863,0.00285978,4,0,41.6385784345483,-91.54053568160354,624.7737718838976,109.74955492690925,2.1053464837662754,0.7083099622141725
613,17498313666167653,2025-06-13,16:16:06.616,tag2,coresim,651788308,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.67712953285,-4772182.308222245,4215813.897423843,-2.32382,-0.288752,0.228761,-0.0659506,-0.329276,0.0862734,-0.219789,-7.0806,6.77583,0.00634477,-0.00369618,0.00330919,4,0,41.638580016881356,-91.54053662243301,624.745310579552,109.70915831186765,2.1640800610940967,0.6028798604531299
613,17498313670833935,2025-06-13,16:16:07.083,tag2,coresim,652345040,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.70692279187,-4772182.361385958,4215813.831609855,-2.32256,-0.288273,0.229056,-0.0789807,-0.352804,0.0579944,-0.210862,-7.07304,6.78918,0.00355053,0.00304079,-0.00291387,4,0,41.63857925133337,-91.5405369627245,624.7341144838097,109.702897919161,2.1331278436035395,0.6685124713021767
613,17498313675501084,2025-06-13,16:16:07.550,tag2,coresim,652901772,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.67980719695,-4772182.408218289,4215813.803615777,-2.32331,-0.287928,0.229178,-0.0663685,-0.361625,0.0516167,-0.213525,-7.07844,6.77501,-0.00128269,0.00189438,0.0013888,4,0,41.63857878727675,-91.54053662229357,624.7860916289175,109.69460987350227,2.114366531319751,0.6211288686276779
613,17498313680171087,2025-06-13,16:16:08.017,tag2,coresim,653458506,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.71055468038,-4772182.495463607,4215813.736891447,-2.32355,-0.287705,0.228701,-0.080766,-0.388499,0.023599,-0.213587,-7.07421,6.7707,0.000928986,-0.000142521,-0.00192351,4,0,41.638577811643984,-91.5405369630366,624.8565098018607,109.66626469269752,2.12427756825503,0.6031423980680201
613,17498313684833627,2025-06-13,16:16:08.483,tag2,coresim,654015238,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.67953497029,-4772182.405436166,4215813.859492506,-2.32495,-0.287128,0.228493,-0.0595682,-0.330256,0.0927303,-0.211259,-7.07477,6.78273,0.00321348,0.0106828,-0.00094563,4,0,41.63857917993364,-91.5405366199252,624.901059517811,109.63536349729459,2.1092226027005734,0.5142091552789914
613,17498313689499092,2025-06-13,16:16:08.949,tag2,coresim,654571972,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.70922486944,-4772182.459329698,4215813.794518596,-2.3233,-0.286477,0.228795,-0.0688619,-0.350465,0.0669279,-0.205145,-7.0695,6.77915,0.00790938,-0.00354013,0.00121195,4,0,41.63857841569062,-91.54053695874114,624.8934767184987,109.62275334635643,2.0710345126358725,0.600224821404855
613,17498313694165797,2025-06-13,16:16:09.416,tag2,coresim,655128704,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.65163517362,-4772182.438175103,4215813.850605903,-2.32455,-0.286227,0.228439,-0.0343409,-0.329395,0.0930416,-0.201618,-7.07116,6.78047,5.92969E-05,0.00282025,-0.00587456,4,0,41.638578928848716,-91.5405362746332,624.9600934666237,109.59833661770864,2.075068431010193,0.5243116937830483
613,17498313694832983,2025-06-13,16:16:09.483,tag2,coresim,655208238,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.65437247977,-4772182.4758463325,4215813.871874934,-2.32451,-0.286093,0.228024,-0.0477816,-0.800787,0.545055,-0.201618,-7.07116,6.78047,5.92969E-05,0.00282025,-0.00587456,4,0,41.63857884624917,-91.54053629531909,625.098972155896,109.57598580279247,2.0860477263282133,0.5237256406128624
613,17498313698832618,2025-06-13,16:16:09.883,tag2,coresim,655685436,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.66762129168,-4772182.502677074,4215813.794553269,-2.32279,-0.287404,0.229491,-0.04338,-0.353717,0.0655337,-0.20305,-7.06995,6.7824,0.00148034,0.00313858,0.00907451,4,0,41.63857816340012,-91.5405364456148,624.9970565424726,109.68734895531958,2.0808729657181533,0.6434117361607509
613,17498313703501631,2025-06-13,16:16:10.350,tag2,coresim,656242170,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.62369272798,-4772182.4584435215,4215813.849030267,-2.32411,-0.287266,0.229414,-0.0186687,-0.333886,0.0895201,-0.23012,-7.08155,6.78529,-0.00155733,0.003201,0.00463869,4,0,41.63857880153668,-91.54053593285327,625.0044957995495,109.6788666108636,2.0783535481336526,0.5658918062900808
613,17498313708165863,2025-06-13,16:16:10.816,tag2,coresim,656798902,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.62522739162,-4772182.507399797,4215813.7787123,-2.32173,-0.285578,0.229866,-0.0257177,-0.360232,0.0606216,-0.218013,-7.07986,6.7857,0.00598275,-0.00883733,-0.00513387,4,0,41.63857803538779,-91.54053593546918,624.9713061293974,109.63247240186686,1.9923896262311231,0.6785182400066198
613,17498313712501463,2025-06-13,16:16:11.250,tag2,coresim,657315868,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.63323300694,-4772182.552145517,4215813.685083524,-2.32171,-0.286146,0.230392,-0.0275292,-0.269171,-0.0861789,-0.214262,-7.07538,6.78319,0.00490916,-0.00669847,0.0065674,4,0,41.63857713652627,-91.54053601707905,624.877407795003,109.67614045338651,1.9944424557970843,0.6888149076621339
613,17498313717165916,2025-06-13,16:16:11.716,tag2,coresim,657872602,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.61012329758,-4772182.484577675,4215813.768552598,-2.32156,-0.285982,0.229923,-0.00687251,-0.245951,-0.0584312,-0.211407,-7.08027,6.78332,0.0051942,-2.60074E-05,-0.0032114,4,0,41.63857810593047,-91.54053576162126,624.8922252720822,109.65039397305358,2.006418620163927,0.6942487620505808
613,17498313721837416,2025-06-13,16:16:12.183,tag2,coresim,658429334,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.61251373707,-4772182.5710992655,4215813.694920709,-2.3209,-0.286334,0.231134,-0.0115016,-0.27819,-0.095503,-0.205117,-7.06846,6.78261,-0.00579134,-0.0037253,0.000336016,4,0,41.638577092707365,-91.54053576238354,624.943942600183,109.71416118811038,1.9726312570731752,0.7387958599826879
613,17498313726500032,2025-06-13,16:16:12.650,tag2,coresim,658986066,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.6887671656,-4772182.532087751,4215813.743273834,-2.32093,-0.288,0.231088,-0.0385325,-0.271101,-0.0874637,-0.213167,-7.08037,6.77875,0.0055812,-0.0148128,0.00825268,4,0,41.63857763908278,-91.54053668982326,624.9587541801079,109.7765305161247,2.0415982594200304,0.7609346240691832
613,17498313731163878,2025-06-13,16:16:13.116,tag2,coresim,659542800,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.71216798836,-4772182.615287443,4215813.642220402,-2.31948,-0.286976,0.230106,-0.0517403,-0.30477,-0.126637,-0.219472,-7.08186,6.77724,0.00107047,-0.00589537,-0.00108503,4,0,41.63857645783487,-91.54053694372989,624.9439384721751,109.69628711964016,2.0392454406080143,0.8277310451938031
613,17498313735832081,2025-06-13,16:16:13.583,tag2,coresim,660099532,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.7169222947,-4772182.51329379,4215813.721609247,-2.32114,-0.28761,0.230608,-0.0479981,-0.389585,0.0195981,-0.22273,-7.07674,6.77066,-0.000968517,0.00149907,0.00298877,4,0,41.63857760116761,-91.5405370336791,624.8673187876182,109.74160665362061,2.0449018221026214,0.7426945460855837
613,17498313740499714,2025-06-13,16:16:14.049,tag2,coresim,660656264,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.73369973598,-4772182.605873084,4215813.633957947,-2.32044,-0.287799,0.229975,-0.0580625,-0.421483,-0.0164804,-0.208393,-7.07705,6.77858,0.00392088,0.00709379,0.00162598,4,0,41.638576455073995,-91.54053720509515,624.9042715052531,109.72267299158426,2.0775933142128546,0.7848909534974523
613,17498313744835631,2025-06-13,16:16:14.483,tag2,coresim,661173230,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.68109314246,-4772182.515475106,4215813.74685776,-2.32228,-0.288197,0.230907,-0.0241694,-0.273938,-0.0945101,-0.214527,-7.07217,6.77392,-0.0035006,-0.00188814,0.00242077,4,0,41.63857776377461,-91.54053660311422,624.9253424133477,109.7766171868661,2.0567647220214242,0.6861429713284467
613,17498313749497980,2025-06-13,16:16:14.949,tag2,coresim,661729964,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.69098072803,-4772182.618398166,4215813.663086584,-2.3211,-0.288148,0.231287,-0.0329549,-0.307164,-0.129452,-0.202596,-7.07269,6.78436,-0.00144081,0.0032218,-0.000390112,4,0,41.63857658304205,-91.54053668853155,624.9956523108717,109.79047105465798,2.0397044063747174,0.7539223806866612
613,17498313754167147,2025-06-13,16:16:15.416,tag2,coresim,662286696,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.70764162487,-4772182.445052117,4215813.875030454,-2.32448,-0.288164,0.229765,-0.0330546,-0.354328,0.0635661,-0.209464,-7.0842,6.7765,0.008829,-0.00245614,-0.00119738,4,0,41.6385790430622,-91.54053694435294,625.0338840143281,109.7280353719007,2.1006157297231236,0.5578678343377437
613,17498313758507702,2025-06-13,16:16:15.850,tag2,coresim,662803662,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.7154742073,-4772182.505281553,4215813.806614259,-2.3241,-0.287087,0.228968,-0.0350982,-0.139267,-0.186165,-0.207367,-7.07373,6.78093,0.00160102,0.0103208,0.00173626,4,0,41.638578221284035,-91.54053701889089,625.0328862463781,109.65346237740383,2.0888077329271852,0.563059740585602
613,17498313763497745,2025-06-13,16:16:16.349,tag2,coresim,663400162,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.6788877504,-4772182.432753315,4215813.913517406,-2.32494,-0.287101,0.228434,-0.0184678,-0.351134,0.0689331,-0.198775,-7.06777,6.77723,-0.00223144,0.00699808,-0.00562489,4,0,41.63857938019868,-91.54053660334601,625.0857408055446,109.6318528760764,2.110508950691752,0.514470093755344
613,17498313768165100,2025-06-13,16:16:16.816,tag2,coresim,663956894,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.6882051979,-4772182.504698692,4215813.839089759,-2.32397,-0.288407,0.228474,-0.0310818,-0.373851,0.0423724,-0.206186,-7.08208,6.78057,-0.000879051,0.000764619,0.00445351,4,0,41.63857844767201,-91.54053669191839,625.1004530199475,109.68396159107553,2.1615901198373884,0.5891659400444238
613,17498313772838310,2025-06-13,16:16:17.283,tag2,coresim,664513628,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.6800526008,-4772182.452173309,4215813.906828394,-2.32543,-0.289002,0.228414,-0.0377894,-0.335757,0.0836613,-0.226686,-7.08231,6.77775,0.00528783,0.00166552,0.0122807,4,0,41.63857921887279,-91.54053661105527,625.1188357270661,109.70443475698139,2.1879083985606704,0.5136418040998924
613,17498313777499612,2025-06-13,16:16:17.749,tag2,coresim,665070360,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.70807194775,-4772182.43839892,4215813.931672254,-2.3246,-0.287506,0.228579,-0.0515427,-0.350319,0.068221,-0.228863,-7.09577,6.78686,-0.000369306,-0.00470527,-0.00280984,4,0,41.63857946390279,-91.54053695166247,625.1410777763913,109.6535078426649,2.121072775035974,0.540181133985175
613,17498313782165145,2025-06-13,16:16:18.216,tag2,coresim,665627092,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.73099916324,-4772182.497681792,4215813.852478603,-2.32346,-0.287455,0.227996,-0.0623656,-0.374786,0.0412621,-0.166278,-7.10478,6.78796,-0.00179243,0.00199633,-0.00217734,4,0,41.63857857283949,-91.54053720760403,625.1152613029659,109.62736998996402,2.1421019098966334,0.6034169048371192
613,17498313786838525,2025-06-13,16:16:18.683,tag2,coresim,666183826,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.76535440079,-4772182.458685139,4215813.886708408,-2.32346,-0.287287,0.227745,-0.0772161,-0.379342,0.0323251,-0.199554,-7.09237,6.78337,-0.00314482,0.0036941,0.000483738,4,0,41.63857903083307,-91.54053763236446,625.0965602228484,109.61051903758822,2.145294798216152,0.6010327191580057
613,17498313791498657,2025-06-13,16:16:19.149,tag2,coresim,666740558,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.80285078204,-4772182.536376185,4215813.79313153,-2.32238,-0.287355,0.228192,-0.09181,-0.402073,0.00557567,-0.182636,-7.07072,6.76639,0.00149075,-0.00129309,-0.00277031,4,0,41.638577930566925,-91.5405380571603,625.0854697197786,109.63166623828016,2.1303432851363744,0.6645841391646122
613,17498313795164602,2025-06-13,16:16:19.516,tag2,coresim,667177992,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.8487892891,-4772183.159068534,4215814.249991152,-2.32159,-0.286288,0.227773,-0.158774,-2.99457,2.48649,-0.182636,-7.07072,6.76639,0.00149075,-0.00129309,-0.00277031,4,0,41.6385772735753,-91.54053840739022,627.6106519230763,109.5731106186382,2.103871578349536,0.6937321690146169
613,17498313795829851,2025-06-13,16:16:19.582,tag2,coresim,667257524,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.82402869164,-4772182.332874159,4215814.02586843,-2.3249,-0.28784,0.227637,-0.0905973,-0.217031,-0.0305319,-0.213273,-7.0669,6.77822,0.00174666,-0.0021607,0.00143873,4,0,41.63858071010097,-91.54053837690488,625.0954117810786,109.62735675263694,2.1718750155806603,0.5263190213155653
613,17498313800498595,2025-06-13,16:16:20.049,tag2,coresim,667814258,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.87530140603,-4772182.412530662,4215813.9788498655,-2.32463,-0.287418,0.228119,-0.104722,-0.237972,-0.0532887,-0.214277,-7.06938,6.78201,0.00091026,-0.00261843,-0.000412998,4,0,41.63857990914155,-91.54053896634842,625.191538698966,109.63107171413569,2.135750233441037,0.536449227636782
613,17498313805162867,2025-06-13,16:16:20.516,tag2,coresim,668370990,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.80262375146,-4772182.310421213,4215814.108313905,-2.32575,-0.286281,0.227917,-0.0561345,-0.3258,0.095131,-0.210969,-7.0683,6.78332,-0.00218983,0.00196096,0.00979024,4,0,41.6385814025592,-91.5405381273433,625.2186892950778,109.57882086992711,2.0978953558227382,0.4551841544218519
613,17498313809830010,2025-06-13,16:16:20.983,tag2,coresim,668927722,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.82523443367,-4772182.366096668,4215814.045032349,-2.32507,-0.28548,0.227448,-0.0612561,-0.34312,0.0751362,-0.212222,-7.0496,6.77629,-0.00469694,0.00469278,-0.0050985,4,0,41.638580640186206,-91.5405383806512,625.2186965580497,109.52844363133835,2.0841205173641026,0.48232028530366605
613,17498313814497407,2025-06-13,16:16:21.449,tag2,coresim,669484456,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.91336122344,-4772182.244787831,4215814.197480735,-2.32623,-0.286261,0.227078,-0.0769263,-0.30225,0.122916,-0.198674,-7.05313,6.79194,0.00311985,-0.00274118,-0.000157085,4,0,41.638582377207904,-91.54053947709602,625.2594917269747,109.54325967812125,2.130265902046504,0.42618890176931395
613,17498313819162469,2025-06-13,16:16:21.916,tag2,coresim,670041188,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.94973638783,-4772182.287762483,4215814.148022408,-2.32483,-0.285555,0.227539,-0.0864255,-0.321358,0.100266,-0.22035,-7.06659,6.79174,0.000356822,-0.00136799,-0.00729977,4,0,41.638581781583234,-91.54053989964167,625.259409062927,109.535126439211,2.0835692314841747,0.49729628285682054
613,17498313823829826,2025-06-13,16:16:22.382,tag2,coresim,670597922,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.97450562828,-4772182.186112218,4215814.271761951,-2.32492,-0.285512,0.228411,-0.0722024,-0.296508,0.129099,-0.203628,-7.06968,6.77732,0.00595362,-0.00150947,0.0107411,4,0,41.63858321806491,-91.5405402296098,625.2816299588849,109.56960140209024,2.047298914138952,0.49277434229915074
613,17498313828497103,2025-06-13,16:16:22.849,tag2,coresim,671154654,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128343.00345427307,-4772182.2181725055,4215814.224678655,-2.32313,-0.285556,0.228971,-0.0773022,-0.319628,0.103701,-0.218964,-7.08909,6.77802,0.000381789,-0.000764619,0.000785425,4,0,41.638582704882644,-91.54054056657723,625.2594833792931,109.59452708915897,2.026904418240905,0.5967960062929732
613,17498313833162069,2025-06-13,16:16:23.316,tag2,coresim,671711386,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.97305932803,-4772182.158798568,4215814.302553857,-2.32372,-0.285478,0.229296,-0.0516863,-0.312282,0.113563,-0.228894,-7.09473,6.77685,0.00271414,0.000860326,-0.00528159,4,0,41.638583588820104,-91.54054022107084,625.2817103221257,109.60493697619769,2.0108942748702234,0.5623993874761944
613,17498313837830462,2025-06-13,16:16:23.783,tag2,coresim,672268120,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128342.99565444914,-4772182.21695767,4215814.253543503,-2.32281,-0.28513,0.22916,-0.0544656,-0.337347,0.0889665,-0.22565,-7.08731,6.80088,0.00705426,0.00356926,-0.000891535,4,0,41.63858290762377,-91.54054047339065,625.3189137115951,109.58591229049279,2.0022534736814297,0.6094336707719462
613,17498313842496259,2025-06-13,16:16:24.249,tag2,coresim,672824852,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128343.01836997582,-4772182.2803403735,4215814.190030737,-2.32197,-0.28463,0.229055,-0.0563515,-0.366947,0.0539883,-0.197217,-7.07078,6.78543,-0.00320932,0.00375859,-0.00464493,4,0,41.638582097589286,-91.54054072546957,625.3373147396137,109.56227636920863,1.986220019229769,0.6500084805905135
613,17498313845164727,2025-06-13,16:16:24.516,tag2,coresim,673142986,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-128343.04040804638,-4772182.629574593,4215814.4456676375,-2.3228,-0.284513,0.227466,-0.108941,-2.25241,1.86337,-0.197217,-7.07078,6.78543,-0.00320932,0.00375859,-0.00464493,4,0,41.638581725742334,-91.54054087718747,626.7520184154405,109.4918931295472,2.0444143170921194,0.5984977103228907
