Configuration,Proportion_SAMs_Identified_mean,Proportion_SAMs_Identified_std,Avg_SAM_ID_Time_s_mean,Avg_SAM_ID_Time_s_std,Lead_Altitude_Deviation_Count_mean,Lead_Altitude_Deviation_Count_std,Wingman_Altitude_Deviation_Count_mean,Wingman_Altitude_Deviation_Count_std,Lead_Altitude_Deviation_Integrated_ft_s_mean,Lead_Altitude_Deviation_Integrated_ft_s_std,Wingman_Altitude_Deviation_Integrated_ft_s_mean,Wingman_Altitude_Deviation_Integrated_ft_s_std,Proportion_CMs_Intercepted_mean,Proportion_CMs_Intercepted_std,Avg_Time_to_Intercept_s_mean,Avg_Time_to_Intercept_s_std,Avg_Time_to_Consent_s_mean,Avg_Time_to_Consent_s_std,Avg_Airspeed_Diff_at_Intercept_kt_mean,Avg_Airspeed_Diff_at_Intercept_kt_std,Avg_Heading_Diff_at_Intercept_deg_mean,Avg_Heading_Diff_at_Intercept_deg_std,Avg_Altitude_Offset_at_Intercept_ft_mean,Avg_Altitude_Offset_at_Intercept_ft_std,Avg_Distance_from_CM_at_Intercept_nm_mean,Avg_Distance_from_CM_at_Intercept_nm_std,Avg_Aspect_at_MELD_Range_deg_mean,Avg_Aspect_at_MELD_Range_deg_std,Num_Tactical_Comms_mean,Num_Tactical_Comms_std,Correct_Acquisition_mean,Correct_Acquisition_std,Scenario_Duration_s_mean,Scenario_Duration_s_std,Proportion_Intercepted_by_Lead_mean,Proportion_Intercepted_by_Lead_std,Percent_CMs_Intercepted_mean,Percent_CMs_Intercepted_std,Percent_SAMs_Identified_mean,Percent_SAMs_Identified_std,Lead_Avg_Time_to_Intercept_s_mean,Lead_Avg_Time_to_Intercept_s_std,Wing_Avg_Time_to_Intercept_s_mean,Wing_Avg_Time_to_Intercept_s_std,Lead_Avg_Time_to_Consent_s_mean,Lead_Avg_Time_to_Consent_s_std,Wing_Avg_Time_to_Consent_s_mean,Wing_Avg_Time_to_Consent_s_std,Lead_Avg_Airspeed_Diff_at_Intercept_kt_mean,Lead_Avg_Airspeed_Diff_at_Intercept_kt_std,Wing_Avg_Airspeed_Diff_at_Intercept_kt_mean,Wing_Avg_Airspeed_Diff_at_Intercept_kt_std,Lead_Avg_Heading_Diff_at_Intercept_deg_mean,Lead_Avg_Heading_Diff_at_Intercept_deg_std,Wing_Avg_Heading_Diff_at_Intercept_deg_mean,Wing_Avg_Heading_Diff_at_Intercept_deg_std,Lead_Avg_Altitude_Offset_at_Intercept_ft_mean,Lead_Avg_Altitude_Offset_at_Intercept_ft_std,Wing_Avg_Altitude_Offset_at_Intercept_ft_mean,Wing_Avg_Altitude_Offset_at_Intercept_ft_std,Lead_Avg_Distance_from_CM_at_Intercept_nm_mean,Lead_Avg_Distance_from_CM_at_Intercept_nm_std,Wing_Avg_Distance_from_CM_at_Intercept_nm_mean,Wing_Avg_Distance_from_CM_at_Intercept_nm_std
AA,0.9722222222222222,0.06804138174397731,12.508420634920606,5.146187146087331,0.0,0.0,0.16666666666666666,0.408248290463863,0.0,0.0,24.348232782762835,59.640746456274684,0.3888888888888887,0.13608276348795462,56.910111111111114,6.741929099685424,3.0204166666666663,1.6347023030033463,22.577472222222198,14.422858659632642,3.4195686401925935,11.22417907337669,136.14135699462213,38.25649700728963,0.8632415597682935,0.164635380474032,143.43276211818937,4.907991789074112,6.0,1.0954451150103321,1.0,0.0,409.4493333333333,21.45610830198867,0.3,0.16733200530681513,38.888888888888864,13.608276348795462,97.22222222222221,6.80413817439773,56.8104,8.01607730127398,55.072,8.293875611960111,3.2746000000000004,2.848673669446889,3.235375,2.1553688537773144,16.865799999999986,9.123248329131455,42.09712499999995,30.204863334610543,4.16389717054593,9.300425555112371,8.150609760105187,22.11367757603988,192.9419471687084,88.29424213725412,76.48366473894089,74.13487779984133,0.9237328722632411,0.1270755648479261,0.793009271378628,0.15138473740124167
HA,0.8333333333333334,0.408248290463863,13.35018888888886,8.912778824353941,2.5,1.51657508881031,0.8333333333333334,1.3291601358251257,142.11573869533518,149.04266447466685,9.624284717557748,22.931697802117075,0.36111111111111077,0.06804138174397731,75.78891666666667,14.921473872968,7.927333333333333,6.355041130210461,43.71205555555554,7.99929899752797,7.802824280915817,10.874716606672028,318.39555528504656,176.75994692476755,1.0921454295016046,0.19214052160596443,136.28785945493226,15.741510929069305,5.5,1.6431676725154984,1.0,0.0,402.8713333333333,20.62695315034838,0.26666666666666666,0.10327955589886446,36.111111111111086,6.804138174397731,83.33333333333333,40.8248290463863,84.65108333333333,22.574595727092586,65.25739999999999,10.108992373129976,5.15025,4.690685810731732,12.312999999999999,9.47477656728643,43.47949999999998,12.356350100252078,47.493999999999986,28.14515985920137,-1.643159866380613,16.801295877399482,18.27976049998193,7.911606004877266,396.9816691366772,265.64862808143505,131.60385636344802,118.66699459506872,1.2688395731967133,0.15008416257914928,0.8296649901484361,0.24374780841208932
