Subject,Timestamp,SampleDate,SampleTime,Configuration,Scenario,PduType,DisTime,ReceivingEntityID_Application,ReceivingEntityID_Entity,ReceivingEntityID_Site,RequestID,ActionID,RequestStatus,FiringEntityID_Application,FiringEntityID_Entity,FiringEntityID_Site,TargetEntityID_Application,TargetEntityID_Entity,TargetEntityID_Site,DetonationResult
1,17576858763188541,2025-09-12,14:04:36.318,HH,C,REQUEST,1317308035,1,1,48,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576859822726751,2025-09-12,14:06:22.272,HH,C,REQUEST,2377423044,1,1,48,3,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576860270157014,2025-09-12,14:07:07.015,HH,C,REQUEST,2824606354,1,1,48,6,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576861194105225,2025-09-12,14:08:39.410,HH,C,REQUEST,3748277227,1,1,48,8,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576861316808314,2025-09-12,14:08:51.680,HH,C,REQUEST,3870781936,1,1,48,9,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576861317806056,2025-09-12,14:08:51.780,HH,C,REQUEST,3870792310,1,1,48,6,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576861799278861,2025-09-12,14:09:39.927,HH,C,REQUEST,58315716,1,1,48,11,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576865000669426,2025-09-12,14:15:00.066,HA,C,REQUEST,3259723125,1,1,73,12,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576865124364302,2025-09-12,14:15:12.436,HA,C,REQUEST,3383572768,1,1,48,13,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866333604767,2025-09-12,14:17:13.360,HA,C,REQUEST,298090619,1,1,48,14,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866641289649,2025-09-12,14:17:44.128,HA,C,REQUEST,605773909,1,1,48,15,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866649344492,2025-09-12,14:17:44.934,HA,C,REQUEST,613263955,1,1,48,16,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866650479844,2025-09-12,14:17:45.047,HA,C,REQUEST,613263955,1,1,73,17,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866720708529,2025-09-12,14:17:52.070,HA,C,REQUEST,685272155,1,1,73,18,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576866721699400,2025-09-12,14:17:52.169,HA,C,REQUEST,685272155,1,1,73,12,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576867207419998,2025-09-12,14:18:40.741,HA,C,REQUEST,1171952840,1,1,48,19,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576867965406863,2025-09-12,14:19:56.540,HA,C,REQUEST,1930274093,1,1,48,20,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576868174575270,2025-09-12,14:20:17.457,HA,C,REQUEST,2139117230,1,1,73,21,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576871753088970,2025-09-12,14:26:15.308,AH,C,REQUEST,1422681498,1,1,48,22,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873120430951,2025-09-12,14:28:32.043,AH,C,REQUEST,2789851259,1,1,73,24,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873175679913,2025-09-12,14:28:37.567,AH,C,REQUEST,2844692902,1,1,73,25,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873213869732,2025-09-12,14:28:41.386,AH,C,REQUEST,2883692640,1,1,73,27,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873227959262,2025-09-12,14:28:42.795,AH,C,REQUEST,2897355019,1,1,73,28,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873228965129,2025-09-12,14:28:42.896,AH,C,REQUEST,2897355019,1,1,48,29,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873316412907,2025-09-12,14:28:51.641,AH,C,REQUEST,2985713911,1,1,48,30,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576873317414281,2025-09-12,14:28:51.741,AH,C,REQUEST,2985713911,1,1,48,22,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576874901997237,2025-09-12,14:31:30.199,AH,C,REQUEST,276096770,1,1,73,31,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576875057852662,2025-09-12,14:31:45.785,AH,C,REQUEST,432428232,1,1,48,34,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576875240009044,2025-09-12,14:32:04.000,AH,C,REQUEST,614297915,1,1,48,35,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576875240906065,2025-09-12,14:32:04.090,AH,C,REQUEST,614297915,1,1,48,30,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576875660418163,2025-09-12,14:32:46.041,AH,C,REQUEST,1034617098,1,1,48,36,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576878456728572,2025-09-12,14:37:25.672,AA,C,REQUEST,3830988879,1,1,73,37,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576878496971358,2025-09-12,14:37:29.697,AA,C,REQUEST,3871821944,1,1,48,38,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576879998009191,2025-09-12,14:39:59.800,AA,C,REQUEST,1077035188,1,1,73,39,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576880052312962,2025-09-12,14:40:05.231,AA,C,REQUEST,1131870304,1,1,48,40,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576880053415954,2025-09-12,14:40:05.341,AA,C,REQUEST,1131870304,1,1,73,41,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576880169943037,2025-09-12,14:40:16.994,AA,C,REQUEST,1249219211,1,1,73,42,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576880170942742,2025-09-12,14:40:17.094,AA,C,REQUEST,1249219211,1,1,73,37,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576880217236870,2025-09-12,14:40:21.723,AA,C,REQUEST,1296216952,1,1,48,43,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576881680848971,2025-09-12,14:42:48.084,AA,C,REQUEST,2759886681,1,1,73,44,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576881746221000,2025-09-12,14:42:54.622,AA,C,REQUEST,2825897567,1,1,73,45,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576881747230819,2025-09-12,14:42:54.723,AA,C,REQUEST,2825897567,1,1,73,42,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576881896094615,2025-09-12,14:43:09.609,AA,C,REQUEST,2975885342,1,1,48,46,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576882000806870,2025-09-12,14:43:20.080,AA,C,REQUEST,3080554863,1,1,48,47,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576882001813463,2025-09-12,14:43:20.181,AA,C,REQUEST,3080554863,1,1,48,43,4,NA,NA,NA,NA,NA,NA,NA,NA
1,17576882445286754,2025-09-12,14:44:04.528,AA,C,REQUEST,3524722498,1,1,48,48,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576885608571638,2025-09-12,14:49:20.857,HA,C,REQUEST,2392960439,1,1,73,49,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576885736325955,2025-09-12,14:49:33.632,HA,C,REQUEST,2520332259,1,1,48,50,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576886927228027,2025-09-12,14:51:32.722,HA,C,REQUEST,3711510779,1,1,48,51,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576887111253155,2025-09-12,14:51:51.125,HA,C,REQUEST,3896012611,1,1,48,52,1,NA,NA,NA,NA,NA,NA,NA,NA
1,17576887118454233,2025-09-12,14:51:51.845,HA,C,REQUEST,3902336412,1,1,73,53,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17576887181575810,2025-09-12,14:51:58.157,HA,C,REQUEST,3966012874,1,1,73,54,1,NA,NA,NA,NA,NA,NA,NA,NA
