Subject_cm,Timestamp,SampleDate_cm,SampleTime_cm,Configuration_cm,Scenario_cm,DisTime_cm,MarkingTxt_cm,Application_cm,EntId_cm,Site_cm,ExerciseId_cm,ForceId_cm,Category_cm,Country_cm,Domain_cm,Kind_cm,Extra_cm,Specific_cm,Subcategory_cm,AltCategory_cm,AltCountry_cm,AltDomain_cm,AltKind_cm,ECEF_X_cm,ECEF_Y_cm,ECEF_Z_cm,OriPhi_cm,OriPsi_cm,OriTheta_cm,LinVelX_cm,LinVelY_cm,LinVelZ_cm,LinAccX_cm,LinAccY_cm,LinAccZ_cm,AngVelX_cm,AngVelY_cm,AngVelZ_cm,DrAlg_cm,Appearance_cm,Latitude_cm,Longitude_cm,Altitude_cm,Heading_cm,Pitch_cm,Roll_cm,CalibratedAirspeed_cm,CM_Altitude_Lead_cm,CM_Altitude_Wing_cm,CM_Airspeed_cm,Subject_ac,SampleDate_ac,SampleTime_ac,Configuration_ac,Scenario_ac,DisTime_ac,MarkingTxt_ac,Application_ac,EntId_ac,Site_ac,ExerciseId_ac,ForceId_ac,Category_ac,Country_ac,Domain_ac,Kind_ac,Extra_ac,Specific_ac,Subcategory_ac,AltCategory_ac,AltCountry_ac,AltDomain_ac,AltKind_ac,ECEF_X_ac,ECEF_Y_ac,ECEF_Z_ac,OriPhi_ac,OriPsi_ac,OriTheta_ac,LinVelX_ac,LinVelY_ac,LinVelZ_ac,LinAccX_ac,LinAccY_ac,LinAccZ_ac,AngVelX_ac,AngVelY_ac,AngVelZ_ac,DrAlg_ac,Appearance_ac,Latitude_ac,Longitude_ac,Altitude_ac,Heading_ac,Pitch_ac,Roll_ac,CalibratedAirspeed_ac,CM_Altitude_Lead_ac,CM_Altitude_Wing_ac,CM_Airspeed_ac,Bank_Angle_Condition,distance_nm,Distance_Condition,angle_between_vel,angle_between_pos,Cone_Condition,angle_between_pos_nose,Nose_Cone_Condition,Intercept_Criteria
11,1970-07-23 11:25:33.454516784,2025-09-16,2025-09-26 14:35:45.451,HH,C,2202062994,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-174307.46618826812,-4788233.901338424,4200369.806120396,-2.30126,-0.151672,0.129621,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.43007803420445,-92.08483424889212,10000.003730574876,99.9268603944842,-0.0005416594589941,0.0067852748078278,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:45.518,HH,C,2237935704,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155227.34836757265,-4789727.471888881,4198896.280031742,2.94779,-2.88979,0.0882301,-97.183,-24.6984,-10.7,-0.60416,-6.99922,7.12966,-0.293552,0.0123244,0.0553033,4,0,41.41515229156557,-91.85621419674864,8859.70600918679,-104.70006189056134,8.694725456791573,35.633255322936584,165.476,8561.873061902648,11079.41924856223,150,False,10.323578864062744,False,153.52196851180597,174.94068276963546,False,21.44923227180409,True,False
11,1970-07-23 11:25:33.466995543,2025-09-16,2025-09-26 14:35:46.699,HH,C,2203313868,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-174217.23864920562,-4788247.696260299,4200357.903776646,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.429935167789225,-92.0837500205742,10000.003317945186,99.92803429146176,-0.0074387950735641,0.006074360839444,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:46.718,HH,C,2239367304,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155344.03331152326,-4789753.1402016105,4198884.8826616295,2.48705,-2.96341,0.074072,-97.3861,-18.7202,-9.20241,0.2415,-5.11859,5.00255,-0.207917,-0.0386127,0.010843,4,0,41.41490011289479,-91.85759859431217,8907.394913009899,-101.21762175512016,6.165139283942334,10.027517020783872,164.755,8561.873061902648,11079.41924856223,150,False,10.213548368963403,False,156.79990828960067,175.03601537496326,False,18.24619162354905,True,False
11,1970-07-23 11:25:33.473014763,2025-09-16,2025-09-26 14:35:47.301,HH,C,2204566568,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-174126.87927420562,-4788261.510713424,4200345.981901646,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.429792071661,-92.08266421307285,10000.00108167706,99.92875277334048,-0.0066122129664383,0.0060737729291978,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:47.252,HH,C,2240003570,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155396.5597208006,-4789762.950719755,4198880.115226749,2.3808,-2.96464,0.088879,-97.343,-17.1605,-9.67525,0.0873388,-4.86858,4.80971,-0.203385,-0.000317291,-0.0376369,4,0,41.41479941829961,-91.8582224596218,8925.36360133075,-101.7988340949226,5.540370548960803,3.88659346107538,164.34,8561.873061902648,11079.41924856223,150,True,10.136736094937945,False,157.36945976237197,175.0611652106916,False,17.693639935977195,True,False
11,1970-07-23 11:25:33.480255576,2025-09-16,2025-09-26 14:35:48.025,HH,C,2205820922,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-174036.40075858062,-4788275.340791549,4200334.044401646,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42964879263354,-92.08157697981572,9999.99705285736,99.92947219659844,-0.0057845445715683,0.0060731998657092,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:48.118,HH,C,2241037502,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155480.86506200745,-4789776.960438768,4198871.228386699,2.29821,-2.97284,0.132661,-97.2061,-14.6421,-11.4773,-0.0262425,-4.08917,4.02043,-0.00492165,-0.0587674,-0.0181938,4,0,41.41463979123004,-91.8592244360531,8947.256427571308,-103.33625061800052,3.5005735426112152,-0.9146274432141844,162.825,8561.873061902648,11079.41924856223,150,True,10.043235016858555,False,157.86701517364057,175.11523041604985,False,17.257096964285502,True,False
11,1970-07-23 11:25:33.492077857,2025-09-16,2025-09-26 14:35:49.207,HH,C,2207013968,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173950.34411795562,-4788288.495088424,4200322.690886021,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42951250955116,-92.0805428863126,9999.99882962717,99.9301564553322,-0.004997326550294,0.0060726578673889,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:49.118,HH,C,2242230500,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155578.94979528247,-4789789.814341094,4198857.9168582205,2.30308,-3.01058,0.160713,-97.3332,-11.5348,-14.2513,-0.103291,-3.8517,3.80374,0.0230811,-0.0424098,0.0248558,4,0,41.41445450542881,-91.8603915103454,8957.80848548126,-103.07959517596488,0.8380556773492045,-0.3094951447019003,162.739,8561.873061902648,11079.41924856223,150,True,9.944903227043387,False,158.11454473860655,175.1815073711081,False,17.153056427992045,True,False
11,1970-07-23 11:25:33.499296993,2025-09-16,2025-09-26 14:35:49.929,HH,C,2208145706,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173868.70984061187,-4788300.973604049,4200311.919401646,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42938321056268,-92.0795619377325,10000.001605442136,99.93080554640795,-0.0042505609242898,0.0060721330997121,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:49.984,HH,C,2243264432,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155664.00314126542,-4789799.017439602,4198843.86590079,2.33241,-3.04033,0.174644,-97.7281,-8.77892,-16.676,-0.167599,-4.27141,4.39848,0.033224,-0.025403,0.000947711,4,0,41.41428846111906,-91.86140427719056,8956.741484273762,-102.54499660973924,-0.9430107394217742,1.6549651938826409,163.704,8561.873061902648,11079.41924856223,150,True,9.855809585076617,False,158.1701053337198,175.2378116224469,False,17.287898773111866,True,False
11,1970-07-23 11:25:33.508197394,2025-09-16,2025-09-26 14:35:50.819,HH,C,2209221072,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173791.14148123687,-4788312.829072799,4200301.683073521,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42926034389204,-92.078629851045,10000.000872160028,99.93142230415468,-0.0035409895840772,0.006071634490103,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:50.884,HH,C,2244338132,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155752.1873739003,-4789806.015378656,4198827.730334773,2.35029,-3.0567,0.19785,-98.1857,-6.22058,-18.6487,-0.0644464,-4.57624,4.51531,0.010067,-0.0309166,-0.0116212,4,0,41.41412085334744,-91.86245530799344,8945.9817107731,-102.92032878973023,-2.515983470492535,2.863899604325612,164.755,8561.873061902648,11079.41924856223,150,True,9.767244982418735,False,158.18936263043906,175.29544498758693,False,17.493724145659026,True,False
11,1970-07-23 11:25:33.518234317,2025-09-16,2025-09-26 14:35:51.823,HH,C,2210413738,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173705.11267264312,-4788325.975557174,4200290.329557896,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.429124074796185,-92.0775961058508,9999.997204429505,99.93210632713708,-0.0027540266269665,0.0060710888183772,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:51.784,HH,C,2245411830,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155841.2749719862,-4789811.497074665,4198809.783982317,2.33432,-3.0767,0.205844,-98.9842,-4.36907,-20.2681,-0.157537,-5.36847,5.28061,-0.0151582,-0.0233474,0.0203264,4,0,41.41394986096625,-91.86351771860006,8927.639798594319,-102.51563956324529,-3.6581492807337006,2.1569119702725925,166.21,8561.873061902648,11079.41924856223,150,True,9.673575145559557,False,158.07256511645448,175.35131475782094,False,17.821000321068446,True,False
11,1970-07-23 11:25:33.528277206,2025-09-16,2025-09-26 14:35:52.827,HH,C,2211606488,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173619.07751639312,-4788339.123994674,4200278.976042271,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42898778615535,-92.07656228827904,10000.001727161844,99.9327903961601,-0.0019670052360511,0.0060705429310298,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:52.784,HH,C,2246604830,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-155940.74578789686,-4789815.657589996,4198788.656524903,2.32119,-3.10315,0.21248,-99.9375,-2.69627,-21.724,-0.00290857,-5.46868,5.1241,0.00574348,-0.0205968,0.00876034,4,0,41.41376323713065,-91.8647047120002,8899.980605151966,-101.81778765460164,-5.020120765025654,1.6665089145031038,168.532,8561.873061902648,11079.41924856223,150,True,9.574424335764137,False,157.93265758681153,175.41401867406134,False,18.181727824393956,True,False
11,1970-07-23 11:25:33.538312140,2025-09-16,2025-09-26 14:35:53.831,HH,C,2212740758,JASSM,3,105,76,2,2,1,225,9,2,0,1,26,0,0,0,0,-173537.26013358062,-4788351.625947799,4200268.177214146,-2.30126,-0.151576,0.129717,86.0,-13.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41.42885816872129,-92.07557915724476,10000.000896488082,99.93344092457926,-0.0012185669732705,0.0060700221245101,,8561.873061902648,11079.41924856223,150,11,2025-09-16,2025-09-26 14:35:53.751,HH,C,2247758062,AMBUSH51,1,1,48,2,1,1,225,2,1,0,0,9,1,225,2,1,-156037.1287289874,-4789817.787552471,4198767.361858065,2.31709,-3.11393,0.22583,-100.962,-1.0633,-23.0088,-0.0141825,-5.71791,5.39139,-0.00270165,-0.0132503,-0.00641343,4,0,41.41358815302273,-91.86585559420112,8866.72294481665,-101.99691770283276,-5.976758964582412,1.582902811065891,170.475,8561.873061902648,11079.41924856223,150,True,9.479146762083227,False,157.82132828594646,175.47215735926895,False,18.51432046571013,True,False
